,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
41,GLOB4,3049,-6275,1572,2361,"0,00%",2199,-1972,3813,-511,4224,2647,"6,19%","-3,76%",79,"7,85%","-25,05%",000,"4.610.000.000,00",189,"5,34%"
42,MRVE3,1067,-6061,100,0871,"0,00%",257,106,8318,-109,18747,5698,"1,05%","-0,87%",206,"0,33%","-1,64%","117.705.000,00","6.018.990.000,00",135,"4,28%"
43,RDNI3,480,-6044,034,0338,"3,00%",91,072,881,-022,3819,3200,"3,84%","1,10%",171,"1,07%","-0,56%","178.647,00","622.114.000,00",118,"28,52%"
44,DOHL3,750,-6041,081,0866,"0,00%",589,127,-3183,222,-3317,62705,"-2,72%","-1,43%",703,"-2,10%","-1,34%",26689,"699.104.000,00",015,"10,04%"
45,CBEE3,1370,-5784,060,0423,"0,00%",183,-156,290,-037,699,440,"14,58%","-0,73%",63,"7,11%","-1,04%",000,"5.492.090.000,00",097,"10,45%"
46,NINJ3,441,-5663,080,3759,"0,00%",748,085,-635,086,128,135,"-59,20%","-6,64%",1559,"-160,11%","-1,41%","3.885.080,00","280.216.000,00",000,"-2,10%"
47,SCLO3,1410,-5502,-8396,0000,"0,00%",726063,-7692,-9600,-7624,-9619,-9619,"0,00%","0,00%",1,"-782,71%","152,59%",000,"-161.226,00",-017,"-66,45%"
48,PEFX3,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
49,PEFX5,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
50,MTIG4,2300,-4952,-35915,56001,"0,00%",36906,-5093,-9431,-4400,-9557,-10460,"-59,38%","-113,09%",27,"-47,80%","725,28%",000,"-7.835.380,00",-495,"-26,54%"
51,TOYB4,250,-4796,-543,5256,"0,00%",4405,-647,-904,-383,-915,-967,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
52,IMBI3,501,-4642,281,"2.659,020","0,00%",518,-221,-9712,-037,-10472,-10745,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
53,HAPV3,470,-4517,072,1343,"0,00%",472,2904,-8662,-215,-10092,2142,"-1,55%","-2,97%",115,"-0,59%","-1,59%","352.094.000,00","49.333.000.000,00",023,"51,59%"
54,CLAN4,300,-4492,047,15151,"0,00%",406,-1550,-8256,-636,-9743,2268,"-18,35%","-33,73%",73,"-0,50%","-1,05%",000,"1.012.240.000,00",008,"-63,96%"
55,DOHL4,550,-4430,060,0635,"0,00%",432,093,-2334,163,-2469,46662,"-2,72%","-1,43%",703,"-2,10%","-1,34%","13.929,50","699.104.000,00",015,"10,04%"
56,TOYB3,229,-4394,-497,4815,"0,00%",4035,-593,-828,-350,-839,-887,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
57,EBTP3,1021,-4356,117,0548,"0,00%",353,-50247,642,-073,846,285,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
58,EBTP4,1000,-4266,114,0537,"0,00%",346,-49213,629,-071,833,281,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
59,FBRA4,3458,-3957,166,0457,"0,00%",738,1894,740,-443,1062,1062,"6,18%","-1,15%",111,"11,94%","-4,20%",000,"213.406.000,00",077,"12,48%"
60,BRTP4,2081,-3919,143,0681,"0,00%",399,523,351,-140,503,503,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
61,PRGA4,7500,-3681,1379,2328,"0,00%",2325,5575,96960,-609,"1.091,86",4372,"0,24%","-6,37%",110,"0,39%","-37,45%",000,"9.152.650.000,00",260,"17,03%"
62,MERC4,716,-3586,052,0000,"6,28%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-1,45%","1.837,50","248.683.000,00",000,"-21,16%"
63,ITEC3,4010,-3512,2204,"2.611,690","0,00%",9216,2542,-2600,-6891,-2480,-2956,"-10.044,70%","-7.435,88%",523,"-63,06%","-62,76%",000,"20.143.000,00",000,"-74,79%"
64,IMBI4,350,-3243,196,"1.857,600","0,00%",362,-154,-6785,-026,-7544,-7741,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
65,PRTX3,277,-3227,-14532,297651,"0,00%",1400,-257,-9711,-143,-12899,3719,"-306,50%","-922,47%",5,"-1,50%","450,37%",000,"-18.917.000,00",-4985,"307,96%"
66,OMGE3,2757,-3203,159,3419,"0,00%",543,1086,1256,-106,2434,1309,"27,23%","-11,12%",172,"4,69%","-4,95%",000,"3.483.570.000,00",166,"38,73%"
67,DFVA3,990,-3138,6069,4327,"0,00%",5365,2910,-5591,-3147,-5828,-5828,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
68,ASTA4,2583,-3079,100,0652,"0,00%",446,257,1990,-330,3320,3320,"3,28%","-2,12%",171,"2,52%","-3,25%",000,"515.672.000,00",085,"-4,73%"
69,GUAR3,528,-3011,052,0309,"0,00%",186,073,983,"1.403,11",1620,492,"3,14%","-1,03%",165,"2,42%","-1,73%","11.425.600,00","5.062.220.000,00",076,"4,79%"
70,VGOR4,587,-2958,718,1229,"0,00%",1468,11397,2732,-322,3409,3409,"4,50%","-4,59%",104,"6,00%","-24,29%",000,"135.178.000,00",189,"4,77%"
71,CRBM3,9000,-2895,326,1498,"0,00%",1172,298,-1545,1690,-1417,-1417,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
72,CSAN3,1714,-2779,179,0767,"2,50%",238,290,491,-053,1171,791,"15,62%","3,17%",165,"5,66%","-6,45%","107.446.000,00","17.929.300.000,00",336,"39,76%"
73,CSNA3,1214,-2717,087,0363,"24,09%",192,165,224,-046,620,430,"16,23%","-0,24%",153,"11,17%","-3,21%","96.551.100,00","18.482.000.000,00",225,"18,70%"
74,KROT11,4000,-2630,088,1958,"0,00%",419,790,895,-139,1409,905,"21,88%","-7,77%",141,"5,21%","-3,35%",000,"12.180.800.000,00",064,"-6,79%"
75,BAHI4,8600,-2564,3499,6065,"0,00%",3511,-1127,-11661,-435,-12521,"-2.738,16","-5,20%","-24,70%",19,"-3,19%","-136,46%",000,"64.866.000,00",295,"68,18%"
76,ALPA3,851,-2548,109,1445,"0,00%",748,331,2641,1242,3067,1682,"5,47%","-5,69%",250,"3,16%","-4,30%","36.086,40","5.309.890.000,00",025,"1,97%"
77,DFVA4,800,-2535,4904,3497,"0,00%",4335,2351,-4518,-2543,-4755,-4755,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
78,EMBR3,1722,-2522,105,0502,"0,00%",247,124,635,-152,962,613,"7,90%","-2,40%",152,"5,37%","-4,18%","123.143.000,00","12.102.300.000,00",139,"18,35%"
79,ALPA4,805,-2411,104,1367,"0,00%",708,313,2498,1175,2924,1604,"5,47%","-5,69%",250,"3,16%","-4,30%","51.632.000,00","5.309.890.000,00",025,"1,97%"
80,KROT4,512,-2356,079,1754,"0,00%",375,708,802,-124,1316,845,"21,88%","-7,77%",141,"5,21%","-3,35%",000,"12.180.800.000,00",064,"-6,79%"
81,LJQQ3,402,-2331,147,0322,"0,00%",267,101,1874,-146,2316,587,"1,72%","-1,38%",171,"1,74%","-6,30%","17.217.900,00","512.756.000,00",075,"11,26%"
82,MODL3,308,-2299,188,0000,"1,42%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
83,TAMM4,5273,-2274,380,0626,"0,00%",524,-3111,977,-096,1801,966,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
84,TAMM3,5260,-2268,379,0625,"0,00%",523,-3104,974,-096,1798,965,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
85,MNPR4,463,-2119,-010,0086,"0,00%",102,-009,050,-007,050,044,"17,19%","-0,40%",33,"21,57%","0,47%",000,"-327.213.000,00",000,"16,69%"
86,MODL11,846,-2105,172,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
87,AMBP3,2067,-2036,219,0517,"0,65%",216,073,257,-057,733,524,"20,09%","-0,69%",275,"12,38%","-10,75%","23.453.900,00","1.066.510.000,00",701,"110,35%"
88,MODL4,272,-2030,166,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
89,GOLL4,661,-1947,-014,0155,"0,00%",168,-026,183,-008,946,454,"8,52%","-0,80%",21,"11,22%","0,70%","90.922.900,00","-20.415.300.000,00",-060,"7,69%"
90,BAHI5,6500,-1938,2645,4584,"0,00%",2654,-852,-8814,-328,-9673,"-2.115,44","-5,20%","-24,70%",19,"-3,19%","-136,46%",000,"64.866.000,00",295,"68,18%"
91,CRBM7,6000,-1930,218,0999,"0,00%",782,199,-1030,1126,-902,-902,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
92,WMBY3,2539,-1930,287,0836,"0,00%",182,120,862,-150,2502,2502,"9,70%","-7,05%",144,"2,39%","-14,86%",000,"212.439.000,00",651,"-14,48%"
93,RCSL3,192,-1915,56442,3687,"0,00%",4001,2460,-22319,-830,-22295,"1.683,65","-1,65%","-19,51%",147,"-1,87%","-2.947,57%","3.108.180,00","433.000,00",000,"56,62%"
94,TDBH4,066,-1863,128,0906,"0,00%",811,-615,873,-566,1023,1023,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
95,TANC4,4300,-1854,310,0511,"0,00%",428,-2537,796,-078,1620,869,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
96,ORVR3,3675,-1824,495,4003,"0,00%",1452,1311,4657,-332,5991,1499,"8,60%","-20,99%",181,"3,42%","-27,14%","13.867.700,00","615.668.000,00",164,"41,38%"
97,SYNE3,411,-1746,042,1480,"0,00%",156,195,456,-060,958,653,"32,45%","-5,34%",421,"3,73%","-2,38%","758.026,00","1.507.070.000,00",067,"16,23%"
98,CCIM3,552,-1644,094,0498,"0,00%",198,053,896,-109,2504,3884,"5,55%","-3,03%",258,"2,38%","-5,75%",000,"660.347.000,00",193,"29,98%"
99,RCSL4,163,-1626,47917,3130,"0,00%",3397,2088,-18948,-705,-18924,"1.429,07","-1,65%","-19,51%",147,"-1,87%","-2.947,57%","7.525.240,00","433.000,00",000,"56,62%"
100,MGLU3,212,-1597,143,0380,"0,00%",402,373,1290,-220,1718,806,"2,95%","-2,38%",125,"4,39%","-8,95%","271.408.000,00","10.011.500.000,00",072,"22,99%"
101,TDBH3,056,-1581,108,0769,"0,00%",688,-522,740,-480,891,891,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
102,ZAMP3,613,-1515,123,0447,"0,00%",420,1266,1986,-095,2850,476,"2,25%","-2,95%",118,"2,54%","-8,15%","21.671.800,00","1.367.230.000,00",085,"10,38%"
103,GBIO33,1040,-1497,132,1518,"0,00%",791,757,1353,1758,1606,1606,"11,21%","-10,14%",131,"7,12%","-8,83%",000,"838.439.000,00",031,"-8,99%"
104,ESPA3,150,-1435,062,0559,"0,00%",237,222,520,-119,1205,689,"10,75%","-4,14%",135,"5,10%","-4,30%","3.008.760,00","878.234.000,00",105,"12,70%"
105,LECO4,146,-1348,200,0637,"0,00%",924,-1684,-2969,-316,-3269,-3269,"-2,14%","-4,72%",82,"-3,48%","-14,82%",000,"105.928.000,00",020,"3,58%"
106,SEDU3,2380,-1336,1500,3443,"0,00%",1531,5790,-2247,-267,-2868,-6964,"-15,33%","-25,73%",109,"-8,15%","-112,29%",000,"415.869.000,00",467,"10,87%"
107,TESA3,4800,-1330,162,1007,"0,00%",523,-1110,941,-135,1525,1009,"10,71%","-7,58%",86,"6,42%","-12,18%",000,"858.223.000,00",104,"15,48%"
108,OPCT3,561,-1256,142,0799,"0,00%",477,-828,711,-126,1352,533,"11,24%","4,23%",83,"7,52%","-11,32%","3.690.030,00","789.330.000,00",148,"48,47%"
109,IGUA3,815,-1252,-144,0568,"0,00%",564,-065,822,-060,1480,580,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
110,FGUI3,1200,-1241,-215,16009,"0,00%",25203,-220,-5776,-205,-7017,-7017,"-27,72%","-129,00%",4,"-60,74%","17,32%",000,"-222.024.000,00",-046,"2,13%"
111,IGUA6,807,-1240,-143,0562,"0,00%",558,-064,814,-059,1472,577,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
112,DASA3,1237,-1238,114,0671,"0,58%",340,2181,906,-085,1713,799,"7,41%","-5,45%",105,"4,44%","-9,24%","12.524.600,00","8.139.120.000,00",137,"39,18%"
113,IGUA5,798,-1226,-141,0556,"0,00%",552,-064,804,-059,1463,573,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
114,COGN3,266,-1224,041,0911,"0,00%",195,368,416,-065,931,598,"21,88%","-7,77%",141,"5,21%","-3,35%","62.828.500,00","12.180.800.000,00",064,"-6,79%"
115,CASH3,642,-1203,072,1503,"0,00%",474,095,-474,105,-137,-164,"-31,69%","-12,91%",271,"-15,19%","-6,00%","24.670.200,00","770.573.000,00",000,"45,25%"
116,PRVI3,1054,-1174,161,0919,"0,00%",565,-25086,971,-148,987,639,"9,46%","-7,83%",99,"6,15%","-13,71%",000,"525.170.000,00",010,"16,19%"
117,IRBR3,4400,-1172,087,0535,"0,00%",175,000,-335,000,000,000,"-15,96%","-4,56%",0,"0,00%","-7,47%","102.343.000,00","4.137.420.000,00",000,"0,00%"
118,ANIM3,307,-1129,048,0341,"0,00%",123,946,218,-024,949,478,"15,67%","1,14%",107,"6,43%","-4,26%","36.353.400,00","2.579.940.000,00",200,"39,47%"
119,MTIG3,521,-1122,-8136,12686,"0,00%",8360,-1154,-2136,-997,-2262,-2476,"-59,38%","-113,09%",27,"-47,80%","725,28%",000,"-7.835.380,00",-495,"-26,54%"
120,ARTR3,1001,-1101,117,1033,"0,00%",301,-1538,321,-048,904,564,"32,17%","-9,39%",85,"10,49%","-10,66%",000,"4.904.130.000,00",250,"13,57%"
121,CPNY3,235,-1100,042,0232,"0,00%",54,020,121,-013,421,421,"19,13%","-2,11%",226,"5,48%","-3,86%",000,"398.830.000,00",233,"20,10%"
122,VVAR11,1458,-1000,251,0376,"0,00%",351,-314,608,-081,1019,639,"6,19%","-3,76%",79,"7,85%","-25,05%",000,"4.610.000.000,00",189,"5,34%"
123,VVAR4,484,-996,250,0375,"0,00%",349,-313,605,-081,1016,637,"6,19%","-3,76%",79,"7,85%","-25,05%",000,"4.610.000.000,00",189,"5,34%"
124,ECPR4,9074,-992,122,0000,"0,00%",624,17557,-8297,-129,-8260,-8272,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
125,ECPR3,9025,-987,121,0000,"0,00%",621,17462,-8252,-129,-8215,-8227,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
126,ENJU3,149,-968,080,2056,"0,00%",714,100,-515,102,-013,-020,"-39,90%","-21,24%",829,"-51,93%","-8,32%","1.188.290,00","375.094.000,00",000,"18,93%"
127,PCAR4,7211,-941,174,3050,"0,00%",439,180,21406,-1127,24639,2871,"1,42%","-29,00%",160,"0,24%","-18,46%",000,"11.220.000.000,00",055,"-36,93%"
128,TERI3,6428,-883,029,0107,"0,00%",81,790,720,-026,3956,3956,"1,49%","-1,91%",103,"1,25%","-3,27%",000,"3.641.000.000,00",143,"7,94%"
129,PCAR5,6712,-876,162,2839,"0,00%",408,168,19925,-1049,23158,2698,"1,42%","-29,00%",160,"0,24%","-18,46%",000,"11.220.000.000,00",055,"-36,93%"
130,CEED3,3697,-841,-088,0513,"0,00%",336,570,517,-034,1031,777,"9,91%","-6,09%",118,"8,73%","10,45%","1.032,64","-2.871.730.000,00",-138,"11,58%"
131,SEMP3,1686,-812,136,15081,"0,00%",1201,1567,-442,1567,-407,-407,"-340,98%","-185,82%",164,"-30,21%","-16,81%",000,"118.441.000,00",000,"-10,37%"
132,BIOM4,868,-796,583,5778,"0,00%",2061,1510,-1021,-736,-1180,-1174,"-56,59%","-72,57%",159,"-25,43%","-73,28%",000,"120.928.000,00",132,"119,38%"
133,SZPQ4,664,-785,220,0855,"0,00%",744,262,-2031,-317,-2277,-2277,"-4,21%","-10,89%",297,"-3,77%","-28,00%",000,"684.467.000,00",030,"-11,71%"
134,ALPK3,459,-768,269,0797,"0,00%",368,-339,394,-053,880,456,"20,23%","-9,98%",60,"11,19%","-34,95%","1.020.250,00","366.519.000,00",413,"36,68%"
135,MEDI3,1155,-752,189,0374,"0,00%",824,-1002,-911,-331,-661,-661,"-4,11%","-4,98%",79,"-12,30%","-25,13%",000,"426.164.000,00",002,"13,02%"
136,NTCO3,1456,-711,098,0584,"0,00%",398,466,1419,-146,2120,767,"4,11%","-8,22%",136,"3,42%","-13,80%","172.864.000,00","20.543.900.000,00",065,"-8,72%"
137,CEED4,3001,-683,-071,0416,"0,00%",273,463,420,-027,933,704,"9,91%","-6,09%",118,"8,73%","10,45%",6820,"-2.871.730.000,00",-138,"11,58%"
138,TCNO3,120,-681,-840,0000,"0,00%",34,-008,-287,-004,-1511,-1745,"0,00%","0,00%",28,"-1,59%","123,36%",000,"-946.000,00",-3576,"-32,39%"
139,AERI3,083,-596,075,0214,"0,00%",200,084,227,-164,563,472,"9,43%","-3,59%",163,"14,22%","-12,65%","6.702.050,00","843.215.000,00",212,"23,26%"
140,BLUT3,514,-563,046,0000,"0,00%",138,-076,-4293,-020,-5397,-5397,"0,00%","0,00%",0,"-0,33%","-8,24%","3.091,81","56.569.000,00",012,"0,00%"
141,BUET3,2499,-546,-097,1961,"0,00%",572,-067,-1313,-039,-2260,-3632,"-14,93%","-35,93%",11,"-5,95%","17,79%",000,"-124.674.000,00",-070,"4,55%"
142,TXRX3,900,-544,-011,0198,"0,00%",167,-019,201,-008,1785,1438,"9,84%","-3,63%",37,"11,59%","2,04%",2045,"-345.671.000,00",-087,"27,00%"
143,MBLY3,386,-543,080,0674,"0,00%",505,127,-490,266,-503,-2923,"-13,73%","-12,42%",349,"-14,32%","-14,70%","6.704.600,00","515.451.000,00",034,"-7,11%"
144,MLAS3,276,-520,060,0565,"0,00%",348,063,-460,093,-500,-567,"-12,28%","-10,87%",327,"-9,97%","-11,61%","8.423.900,00","3.754.480.000,00",029,"-7,93%"
145,BRKM3,2215,-519,244,0216,"0,00%",201,157,-1188,-038,-2664,1084,"-1,82%","-4,76%",149,"-2,46%","-47,00%","910.731,00","7.232.560.000,00",519,"15,94%"
146,AZEV4,259,-504,202,0453,"0,00%",393,-359,-214,-101,-252,-385,"-21,12%","-8,98%",79,"-21,64%","-40,11%","7.421.620,00","119.223.000,00",043,"761,66%"
147,TLCP3,4800,-502,176,0824,"0,00%",533,-276,-2661,-133,-4386,-4386,"-3,10%","-16,40%",61,"-2,52%","-35,04%",000,"262.979.000,00",121,"9,09%"
148,BRFS3,1019,-500,187,0316,"0,00%",316,757,13174,-083,25400,1017,"0,24%","-6,37%",110,"0,39%","-37,45%","210.133.000,00","9.152.650.000,00",260,"17,03%"
